Series Name;Series Code;Country Name;Country Code;1990 [YR1990];2000 [YR2000];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017]
2005 PPP conversion factor, private consumption (LCU per international $);PA.NUS.PRVT.PP.05;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Access to clean fuels and technologies for cooking  (% of population);EG.CFT.ACCS.ZS;United States;USA;..;100;100;100;100;100;100;100;100;100;100;..
Access to electricity (% of population);EG.ELC.ACCS.ZS;United States;USA;100;100;100;100;100;100;100;100;100;100;100;..
Access to electricity, rural (% of rural population);EG.ELC.ACCS.RU.ZS;United States;USA;100;100;100;100;100;100;100;100;100;100;100;..
Access to electricity, urban (% of urban population);EG.ELC.ACCS.UR.ZS;United States;USA;100;100;100;100;100;100;100;100;100;100;100;..
Account at a financial institution (% age 15+);WP_time_01.1;United States;USA;..;..;..;..;..;87,95786;..;..;93,5838;..;..;..
Account at a financial institution, female (% age 15+);WP_time_01.3;United States;USA;..;..;..;..;..;84,06905;..;..;94,79771;..;..;..
Account at a financial institution, income, poorest 40% (% ages 15+);WP_time_01.8;United States;USA;..;..;..;..;..;80,99529;..;..;87,11619;..;..;..
Account at a financial institution, income, richest 60% (% ages 15+);WP_time_01.9;United States;USA;..;..;..;..;..;92,81008;..;..;97,90414;..;..;..
Account at a financial institution, male (% age 15+);WP_time_01.2;United States;USA;..;..;..;..;..;91,98194;..;..;92,36126;..;..;..
Adequacy of social insurance programs (% of total welfare of beneficiary households);per_si_allsi.adq_pop_tot;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Adequacy of social protection and labor programs (% of total welfare of beneficiary households);per_allsp.adq_pop_tot;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Adequacy of social safety net programs (% of total welfare of beneficiary households);per_sa_allsa.adq_pop_tot;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households);per_lm_alllm.adq_pop_tot;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Adjusted net national income (annual % growth);NY.ADJ.NNTY.KD.ZG;United States;USA;1,297114118;3,898513718;-2,499187313;-1,277463553;3,478670645;2,259827447;3,619154591;1,271349342;3,273905356;3,694846613;0,98892701;..
Adjusted net national income (constant 2010 US$);NY.ADJ.NNTY.KD;United States;USA;7,52881E+12;1,09646E+13;1,24126E+13;1,2254E+13;1,26803E+13;1,29669E+13;1,34361E+13;1,3607E+13;1,40524E+13;1,45717E+13;1,47158E+13;..
Adjusted net national income (current US$);NY.ADJ.NNTY.CD;United States;USA;4,98129E+12;8,82987E+12;1,22643E+13;1,2072E+13;1,26803E+13;1,32793E+13;1,40019E+13;1,43776E+13;1,50699E+13;1,57204E+13;1,60326E+13;..
Adjusted net national income per capita (annual % growth);NY.ADJ.NNTY.PC.KD.ZG;United States;USA;0,070614171;2,415178956;-3,409601475;-2,16367402;2,32750047;1,714339742;2,826308606;0,761647717;2,41483379;3,002181102;0,370094647;..
Adjusted net national income per capita (constant 2010 US$);NY.ADJ.NNTY.PC.KD;United States;USA;30142,66992;38755,55677;40857,50651;39973,48325;40903,86626;41605,0975;42780,98595;43106,82635;44147,78456;45473,18101;45641,47482;..
Adjusted net national income per capita (current US$);NY.ADJ.NNTY.PC.CD;United States;USA;19943,32727;31210,1582;40369,26202;39379,54994;40903,86626;42607,52741;44582,33345;45548,28824;47344,28554;49058,0894;49725,78053;..
Adjusted net savings, excluding particulate emission damage (% of GNI);NY.ADJ.SVNX.GN.ZS;United States;USA;6,740255068;8,944764819;2,380804051;1,659007972;2,989338627;3,899743457;5,573304334;5,903349018;7,191993833;7,488361444;6,200617191;..
Adjusted net savings, excluding particulate emission damage (current US$);NY.ADJ.SVNX.CD;United States;USA;3,9922E+11;9,32161E+11;3,52149E+11;2,40465E+11;4,52021E+11;6,16273E+11;9,24951E+11;1,00792E+12;1,2868E+12;1,39142E+12;1,17618E+12;..
Adjusted net savings, including particulate emission damage (% of GNI);NY.ADJ.SVNG.GN.ZS;United States;USA;6,577657331;8,817703434;2,257936337;1,535859157;2,873689282;3,783136161;5,455257697;5,784130935;7,073522017;7,369545125;6,079472563;..
Adjusted net savings, including particulate emission damage (current US$);NY.ADJ.SVNG.CD;United States;USA;3,89589E+11;9,18919E+11;3,33976E+11;2,22615E+11;4,34533E+11;5,97845E+11;9,0536E+11;9,87565E+11;1,2656E+12;1,36934E+12;1,1532E+12;..
Adjusted savings: carbon dioxide damage (% of GNI);NY.ADJ.DCO2.GN.ZS;United States;USA;0,715906252;0,791579906;0,844299707;0,838327404;0,85881968;0,846946647;0,818736552;0,839407359;0,855334258;0,860514818;0,870556697;..
Adjusted savings: carbon dioxide damage (current US$);NY.ADJ.DCO2.CD;United States;USA;42402554602;82492916765;1,24882E+11;1,21511E+11;1,29863E+11;1,33842E+11;1,35878E+11;1,43318E+11;1,53037E+11;1,59893E+11;1,65133E+11;..
Adjusted savings: consumption of fixed capital (% of GNI);NY.ADJ.DKAP.GN.ZS;United States;USA;14,97283684;14,53027062;15,9782566;16,33982265;15,75014686;15,50752643;15,26993746;15,39730886;15,35896056;15,29264577;15,37648819;..
Adjusted savings: consumption of fixed capital (current US$);NY.ADJ.DKAP.CD;United States;USA;8,86829E+11;1,51424E+12;2,36338E+12;2,36838E+12;2,3816E+12;2,45064E+12;2,53421E+12;2,62889E+12;2,74804E+12;2,84154E+12;2,91672E+12;..
Adjusted savings: education expenditure (% of GNI);NY.ADJ.AEDU.GN.ZS;United States;USA;4,4;4,513758289;4,714283974;4,712153853;4,829020266;5,05;4,522912977;4,405237081;4,784507264;4,784507264;4,784507264;..
Adjusted savings: education expenditure (current US$);NY.ADJ.AEDU.CD;United States;USA;2,60608E+11;4,70392E+11;6,97299E+11;6,83003E+11;7,30201E+11;7,98046E+11;7,50627E+11;7,52137E+11;8,56049E+11;8,89014E+11;9,07559E+11;..
Adjusted savings: energy depletion (% of GNI);NY.ADJ.DNGY.GN.ZS;United States;USA;0,878671209;0,732478434;1,014686274;0,323776824;0,317935134;0,367401251;0,27053363;0,317419863;0,354376412;0,051701674;0,051387072;..
Adjusted savings: energy depletion (current US$);NY.ADJ.DNGY.CD;United States;USA;52042992799;76333775003;1,50084E+11;46929831733;48075289549;58060052330;44898031721;54195315089;63405381936;9606739706;9747459480;..
Adjusted savings: gross savings (% of GNI);NY.ADJ.ICTR.GN.ZS;United States;USA;18,9541078;20,49362654;15,59490938;14,4987954;15,16076209;15,66606011;17,50056821;18,12827975;19,03625035;18,9599198;17,7651263;..
Adjusted savings: mineral depletion (% of GNI);NY.ADJ.DMIN.GN.ZS;United States;USA;0,033397494;0,008172999;0,091118081;0,049959906;0,073581762;0,094430852;0,09095836;0,076042865;0,060064897;0,05124825;0,050618613;..
Adjusted savings: mineral depletion (current US$);NY.ADJ.DMIN.CD;United States;USA;1978106868;851732703,3;13477457598;7241438504;11126371815;14922813170;15095540409;12983330647;10746871442;9522488575;9601692850;..
Adjusted savings: natural resources depletion (% of GNI);NY.ADJ.DRES.GN.ZS;United States;USA;0,925166335;0,740651432;1,105804355;0,373736729;0,391516896;0,461832104;0,36149199;0,393462728;0,414441309;0,102949924;0,102005685;..
Adjusted savings: net forest depletion (% of GNI);NY.ADJ.DFOR.GN.ZS;United States;USA;0,013097632;0;0;0;0;0;0;0;0;0;0;..
Adjusted savings: net forest depletion (current US$);NY.ADJ.DFOR.CD;United States;USA;775762239,2;0;0;0;0;0;0;0;0;0;0;..
Adjusted savings: net national savings (% of GNI);NY.ADJ.NNAT.GN.ZS;United States;USA;3,981327656;5,963237869;-0,383375861;-1,841081747;-0,589345063;0,158522207;2,230619898;2,730982024;3,677262135;3,667318921;2,388672308;..
Adjusted savings: net national savings (current US$);NY.ADJ.NNAT.CD;United States;USA;2,35811E+11;6,21447E+11;-56705890301;-2,66856E+11;-89115456364;25051105822;3,70196E+11;4,6628E+11;6,57939E+11;6,81428E+11;4,531E+11;..
Adjusted savings: particulate emission damage (% of GNI);NY.ADJ.DPEM.GN.ZS;United States;USA;0,162597737;0,127061386;0,122867714;0,123148816;0,115649345;0,116607296;0,118046637;0,119218084;0,118471816;0,118816319;0,121144628;..
Adjusted savings: particulate emission damage (current US$);NY.ADJ.DPEM.CD;United States;USA;9630533896;13241448183;18173609250;17849805075;17487453155;18427334317;19591137892;20354937953;21197095790;22077378980;22979561019;..
Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;United States;USA;57,0788;46,4526;37,1798;34,8646;32,5494;30,2342;27,919;26,093;24,267;22,441;20,615;..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV;SH.HIV.INCD.TL;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Adults (ages 15+) newly infected with HIV;SH.HIV.INCD;United States;USA;..;..;44000;44000;43000;41000;40000;38000;37000;..;..;..
Age dependency ratio (% of working-age population);SP.POP.DPND;United States;USA;52,22616318;51,5624621;49,4474294;49,4417545;49,57588498;49,77009917;50,00983453;50,31967464;50,70772133;51,17890164;51,65234819;..
Age dependency ratio, old (% of working-age population);SP.POP.DPND.OL;United States;USA;19,21717078;18,67299325;18,80312575;19,05515558;19,4027568;19,83333756;20,3364801;20,89963921;21,50196431;22,13311043;22,7955884;..
Age dependency ratio, young (% of working-age population);SP.POP.DPND.YG;United States;USA;33,0089924;32,88946885;30,64430365;30,38659893;30,17312817;29,93676162;29,67335443;29,42003543;29,20575702;29,04579121;28,85675979;..
Agricultural irrigated land (% of total agricultural land);AG.LND.IRIG.AG.ZS;United States;USA;..;..;5,378253651;..;..;..;5,52719372;..;..;..;..;..
Agricultural land (% of land area);AG.LND.AGRI.ZS;United States;USA;46,61533624;45,23058486;45,18351623;44,81708504;44,64933282;44,23862685;44,67997534;44,36679413;44,58803685;44,369068;..;..
Agricultural land (sq. km);AG.LND.AGRI.K2;United States;USA;4269480;4143990;4133126;4099607;4084262;4046693;4087065;4058417;4078655;4058625;..;..
Agricultural machinery, tractors;AG.AGR.TRAC.NO;United States;USA;4426699;4503625;..;..;..;..;..;..;..;..;..;..
Agricultural machinery, tractors per 100 sq. km of arable land;AG.LND.TRAC.ZS;United States;USA;238,4098645;256,8099653;..;..;..;..;..;..;..;..;..;..
Agricultural methane emissions (% of total);EN.ATM.METH.AG.ZS;United States;USA;27,09019314;33,27690082;35,95119951;..;..;..;..;..;..;..;..;..
Agricultural methane emissions (thousand metric tons of CO2 equivalent);EN.ATM.METH.AG.KT.CE;United States;USA;172736,8239;185222,2249;196939,9519;..;..;..;..;..;..;..;..;..
Agricultural nitrous oxide emissions (% of total);EN.ATM.NOXE.AG.ZS;United States;USA;46,12743454;51,9339319;57,63374362;..;..;..;..;..;..;..;..;..
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.AG.KT.CE;United States;USA;153074,7679;169044,9484;174287,3224;..;..;..;..;..;..;..;..;..
Agricultural raw materials exports (% of merchandise exports);TX.VAL.AGRI.ZS.UN;United States;USA;4,431478822;2,274364739;2,287331158;2,312438916;2,631246525;2,797121813;2,454702245;2,419246673;2,298726868;2,268230688;2,300884862;..
Agricultural raw materials imports (% of merchandise imports);TM.VAL.AGRI.ZS.UN;United States;USA;1,914403257;1,379234639;0,945137252;0,845506167;0,956694398;0,978162256;0,882318026;0,909530585;0,929395058;0,910230572;0,953164438;..
Agriculture, value added (% of GDP);NV.AGR.TOTL.ZS;United States;USA;..;1,189219338;1,152771009;1,05626864;1,174091393;1,366778271;1,241406556;1,426344348;1,251786208;1,052210839;..;..
Agriculture, value added (annual % growth);NV.AGR.TOTL.KD.ZG;United States;USA;..;14,99971236;6,399595262;13,34243487;1,387902036;-5,416210583;-8,120638174;19,39096037;-0,683164695;2,952244638;..;..
Agriculture, value added (constant 2010 US$);NV.AGR.TOTL.KD;United States;USA;..;1,36381E+11;1,48245E+11;1,68024E+11;1,70356E+11;1,61129E+11;1,48044E+11;1,76752E+11;1,75544E+11;1,80727E+11;..;..
Agriculture, value added (constant LCU);NV.AGR.TOTL.KN;United States;USA;..;1,36381E+11;1,48245E+11;1,68024E+11;1,70356E+11;1,61129E+11;1,48044E+11;1,76752E+11;1,75544E+11;1,80727E+11;..;..
Agriculture, value added (current LCU);NV.AGR.TOTL.CN;United States;USA;..;1,18251E+11;1,64224E+11;1,47777E+11;1,70356E+11;2,05527E+11;1,94255E+11;2,30399E+11;2,10715E+11;1,83721E+11;..;..
Agriculture, value added (current US$);NV.AGR.TOTL.CD;United States;USA;..;1,18251E+11;1,64224E+11;1,47777E+11;1,70356E+11;2,05527E+11;1,94255E+11;2,30399E+11;2,10715E+11;1,83721E+11;..;..
Air transport, freight (million ton-km);IS.AIR.GOOD.MT.K1;United States;USA;14791,40039;30171,975;39313,596;35097,67065;39353,2561;39621,91354;39111,34038;37113,55892;38225,19609;37219,23628;37889,60738;..
Air transport, passengers carried;IS.AIR.PSGR;United States;USA;464574016;665327414;701779551;679423408;720497000;730796000;736699000;743171000;762710000;798222000;822949000;..
Air transport, registered carrier departures worldwide;IS.AIR.DPRT;United States;USA;6848600;8820878;9054478;9182363;10095197;10057768;9864360;9745498;9556324;9496469;9631764;..
Alternative and nuclear energy (% of total energy use);EG.USE.COMM.CL.ZS;United States;USA;10,30243953;10,76954148;11,19747267;11,83937261;11,74401556;12,02083556;11,89936596;12,12134655;12,11034098;12,32289507;..;..
Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal);ER.H2O.FWAG.ZS;United States;USA;34,81;35,13;..;..;36,06;..;..;..;..;..;..;..
Annual freshwater withdrawals, domestic (% of total freshwater withdrawal);ER.H2O.FWDM.ZS;United States;USA;10,85;11,44;..;..;12,79;..;..;..;..;..;..;..
Annual freshwater withdrawals, industry (% of total freshwater withdrawal);ER.H2O.FWIN.ZS;United States;USA;54,34;53,42;..;..;51,15;..;..;..;..;..;..;..
Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;United States;USA;..;..;..;..;..;..;14,85805536;..;14,85805536;..;..;..
Annual freshwater withdrawals, total (billion cubic meters);ER.H2O.FWTL.K3;United States;USA;465,1;473,5;..;..;418,7;..;..;..;..;..;..;..
Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%);SI.SPR.PC40.ZG;United States;USA;..;..;..;..;..;..;..;-0,16;..;..;..;..
Annualized average growth rate in per capita real survey mean consumption or income, total population (%);SI.SPR.PCAP.ZG;United States;USA;..;..;..;..;..;..;..;-0,43;..;..;..;..
Antiretroviral therapy coverage (% of people living with HIV);SH.HIV.ARTC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV);SH.HIV.PMTC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Aquaculture production (metric tons);ER.FSH.AQUA.MT;United States;USA;315727;456830;501326;481224;496699;397292;420386;429011;421189;425973;..;..
Arable land (% of land area);AG.LND.ARBL.ZS;United States;USA;20,27260737;19,14096609;17,689425;17,26833358;17,04592114;16,58055495;16,9564205;16,64312998;16,86437269;16,64540384;..;..
Arable land (hectares per person);AG.LND.ARBL.HA.PC;United States;USA;0,743825689;0,621514394;0,532113814;0,514913168;0,504047554;0,486644631;0,49397548;0,481465329;0,484253599;0,474490822;..;..
Arable land (hectares);AG.LND.ARBL.HA;United States;USA;185676000;175368000;161812600;157960700;155926200;151669300;155107500;152241700;154265500;152262500;..;..
ARI treatment (% of children under 5 taken to a health provider);SH.STA.ARIC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Armed forces personnel (% of total labor force);MS.MIL.TOTL.TF.ZS;United States;USA;1,70393313;0,991226953;0,980333248;0,994881398;0,999501216;0,967348701;0,941857565;0,901396251;0,864520551;0,83804472;0,829087136;..
Armed forces personnel, total;MS.MIL.TOTL.P1;United States;USA;2180000;1454800;1540000;1563996;1569417;1520100;1492200;1433150;1381250;1347300;1348400;..
Arms exports (SIPRI trend indicator values);MS.MIL.XPRT.KD;United States;USA;10732000000;7605000000;6828000000;6912000000;8063000000;9087000000;9122000000;7660000000;9656000000;10048000000;10304000000;12394000000
Arms imports (SIPRI trend indicator values);MS.MIL.MPRT.KD;United States;USA;357000000;334000000;951000000;968000000;1101000000;995000000;1196000000;787000000;572000000;528000000;496000000;547000000
Automated teller machines (ATMs) (per 100,000 adults);FB.ATM.TOTL.P5;United States;USA;..;..;168,0095196;173,9033102;..;..;..;..;..;..;..;..
Average grace period on new external debt commitments (years);DT.GPA.DPPG;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Average grace period on new external debt commitments, official (years);DT.GPA.OFFT;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Average grace period on new external debt commitments, private (years);DT.GPA.PRVT;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Average grant element on new external debt commitments (%);DT.GRE.DPPG;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Average grant element on new external debt commitments, official (%);DT.GRE.OFFT;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Average grant element on new external debt commitments, private (%);DT.GRE.PRVT;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
